project_id,sector,state_region,executing_agency,start_date,original_completion_date,physical_progress_pct,land_acquisition_pct,env_clearance_status,litigation_active,contractor_tier,original_budget_cr,delay_months,revised_budget_cr,expenditure_todate_cr,financial_progress_pct,cost_overrun_pct,risk_level,geo_latitude,geo_longitude,revised_completion_date
PRJ-IN-2026-1062,Power & Energy,East,PWD,2025-03-04,2026-09-02,84.46473944082477,79.3909549606447,Cleared,False,Tier 1,517.4036677744007,11,517.4036677744007,210.10924805250096,40.608380098324545,0.0,Low Risk,11.79460314983231,86.0815775467457,2027-08-02
PRJ-IN-2026-1063,Highways,South,NHAI,2019-12-06,2022-09-05,38.96192901571523,65.14034242807435,Cleared,False,Tier 2,480.8322060606584,30,480.8322060606584,307.54955432521587,63.96192901571523,0.0,Low Risk,24.202105180056854,93.78989238105605,2025-03-06
PRJ-IN-2026-1064,Power & Energy,South,NTPC,2021-07-18,2025-09-17,46.70115812176934,52.89015625667536,Cleared,False,Tier 2,292.265652447957,37,292.265652447957,144.73651110728835,49.522244538489254,0.0,Low Risk,26.79733912257315,84.6397266608294,2028-10-17
PRJ-IN-2026-1065,Railways,South,Railways,2020-11-18,2023-01-18,90.95759176627503,82.68000034164804,Cleared,False,Tier 1,312.98973746055384,0,312.98973746055384,209.64685154253598,66.98202095810181,0.0,Low Risk,33.680757485084044,86.0618782407235,2023-01-18
PRJ-IN-2026-1066,Ports & Shipping,South,PWD,2021-02-24,2023-09-25,90.70020264234095,84.33823273992039,Cleared,False,Tier 3,1148.9950477611867,19,1148.9950477611867,400.87598847227844,34.889270345715076,0.0,Low Risk,30.51668128672729,82.86149551138669,2025-04-25
PRJ-IN-2026-1067,Railways,North-East,Railways,2020-11-12,2023-06-13,78.80821333784691,84.48668748288696,Cleared,False,Tier 1,255.50541791778954,0,255.50541791778954,123.58096645076257,48.36725868980419,0.0,Low Risk,17.698852136569748,85.44632930515681,2023-06-13
PRJ-IN-2026-1068,Power & Energy,East,PWD,2020-09-27,2024-03-28,3.0015541308245353,62.07855811831031,Cleared,False,Tier 2,113.01571134315536,18,113.01571134315536,31.646155588090053,28.001554130824534,0.0,Low Risk,14.83107374816749,92.51766222704393,2025-09-26
PRJ-IN-2026-1069,Highways,East,NHAI,2023-06-23,2024-11-21,90.63766724266775,88.16006579261672,Cleared,False,Tier 3,1121.2947912605214,0,1121.2947912605214,625.275409505576,55.763695183374814,0.0,Low Risk,12.794479727836944,88.3152218678919,2024-11-21
PRJ-IN-2026-1070,Railways,South,Railways,2021-04-20,2024-11-18,18.873582062801177,85.3650257335653,Cleared,False,Tier 1,447.715616628879,0,447.715616628879,196.42887846964751,43.87358206280118,0.0,Low Risk,30.52797219734692,89.13124980500692,2024-11-18
PRJ-IN-2026-1071,Water Resources,North-East,CWD,2019-07-02,2021-10-31,43.82919310375679,67.32868017509432,Cleared,False,Tier 2,50.0,12,63.67592352306028,24.123001933669812,37.88402366073835,27.351847046120554,High Risk,19.65164677184736,93.49584832612004,2022-10-31
PRJ-IN-2026-1072,Power & Energy,North,NTPC,2021-01-11,2023-12-12,90.29908640752093,89.56894357847905,Cleared,False,Tier 1,142.08302977778183,0,142.08302977778183,128.10155748556807,90.15964657138801,0.0,Low Risk,19.98631659507627,69.43675500093669,2023-12-12
PRJ-IN-2026-1073,Railways,North-East,Railways,2025-10-30,2028-07-30,9.504381416960284,82.85610024801909,Cleared,False,Tier 1,192.60532990291134,28,192.60532990291134,60.17600488868751,31.24316700842136,0.0,Low Risk,34.02065849765162,96.04406866469483,2030-11-29
PRJ-IN-2026-1074,Water Resources,South,PWD,2025-11-26,2029-06-26,13.310304111801429,28.875746538238094,Pending,True,Tier 2,1415.5413366311755,60,1415.5413366311755,542.2981908916621,38.31030411180143,0.0,Low Risk,21.557463693618935,82.10668132677525,2034-06-26
PRJ-IN-2026-1075,Water Resources,North-East,CWD,2018-06-30,2021-05-30,57.60576777830602,69.2419021583836,Cleared,True,Tier 1,264.6381171799009,60,326.3276726571201,170.99100329831234,52.39856059586355,23.310910814590873,High Risk,23.35032569727387,86.15811989073126,2026-05-30
PRJ-IN-2026-1076,Railways,South,Railways,2022-08-10,2027-01-09,46.77152040966972,57.330289784366315,In-Review,False,Tier 2,103.3652667688647,26,103.3652667688647,74.18682353552528,71.77152040966972,0.0,Low Risk,32.44015330972937,81.75515848201611,2029-03-10
PRJ-IN-2026-1077,Railways,North,Railways,2025-10-16,2029-09-15,38.967672711289225,78.33408568604825,Cleared,False,Tier 2,68.09561726604493,4,78.50138555483296,50.21550938554283,63.967672711289225,15.28111309738689,Medium Risk,34.77422254030792,79.65082751489712,2030-01-14
PRJ-IN-2026-1078,Railways,East,Railways,2019-07-21,2021-09-19,80.96636996718534,94.1736384648859,Cleared,False,Tier 3,255.1037202692923,13,255.1037202692923,75.93194788331813,29.76512761286387,0.0,Low Risk,29.416886353732814,88.82122605946427,2022-10-19
PRJ-IN-2026-1079,Power & Energy,South,PWD,2018-07-20,2022-11-18,89.4679693969918,88.3616977997168,Cleared,False,Tier 2,802.4224983953496,52,922.785873154652,542.443204537045,58.78321507920782,14.999999999999988,Medium Risk,8.415501609655188,83.82635662242782,2027-03-19
PRJ-IN-2026-1080,Railways,West,Railways,2019-09-12,2022-12-12,99.14284613033011,80.18939631738057,Cleared,False,Tier 1,2037.1950697996178,0,2037.1950697996178,972.1390979255799,47.71949001531803,0.0,Low Risk,19.926750887750945,70.25091024685796,2022-12-12
PRJ-IN-2026-1081,Highways,West,NHAI,2020-07-16,2023-09-15,12.296125728181174,29.50373197363858,Pending,False,Tier 1,50.0,60,50.0,16.590686411014733,33.181372822029466,0.0,Low Risk,18.481711050821445,78.09928960258608,2028-09-14
PRJ-IN-2026-1082,Water Resources,West,PWD,2025-06-24,2029-04-24,67.62459483221974,81.32706610842456,Pending,False,Tier 1,314.24669941263255,36,529.4468683576014,292.72818610655975,55.28943574916831,68.48128217327519,Critical,32.33124932655309,91.56437713629009,2032-04-23
PRJ-IN-2026-1083,Water Resources,North,CWD,2020-01-03,2021-12-03,87.13427995167831,78.61889569958991,Pending,False,Tier 1,150.41365171707469,60,150.41365171707469,25.46311496744221,16.928726001106508,0.0,Low Risk,25.817908649509967,75.58478545041986,2026-12-03
PRJ-IN-2026-1084,Urban Metro,West,DMRC,2020-08-28,2022-03-29,24.05177132547913,34.72493324435226,In-Review,False,Tier 3,216.05429069111605,57,305.0660024983703,149.64027793728107,49.05177132547913,41.198770699032615,Critical,18.549581816706407,78.50421578453299,2026-12-28
PRJ-IN-2026-1085,Ports & Shipping,South,PWD,2020-01-29,2023-01-28,48.00356835725575,66.36004538151697,Cleared,False,Tier 2,100.64003514484816,3,100.64003514484816,44.185584700169244,43.90457995823856,0.0,Low Risk,25.068590444013672,79.0824673994308,2023-04-29
PRJ-IN-2026-1086,Power & Energy,North-East,NTPC,2021-02-18,2023-06-20,0.716798495363502,55.32508745137482,Cleared,False,Tier 1,50.0,18,50.0,12.858399247681751,25.716798495363502,0.0,Low Risk,13.731287095672558,95.03744856548325,2024-12-18
PRJ-IN-2026-1087,Urban Metro,West,DMRC,2025-12-16,2030-12-16,13.46126266332056,31.284831847233065,Cleared,False,Tier 2,386.64146594797916,38,386.64146594797916,148.70718978356538,38.46126266332056,0.0,Low Risk,35.48136997869598,84.00412224348948,2034-02-14
PRJ-IN-2026-1088,Urban Metro,East,DMRC,2018-09-02,2020-11-01,12.556427529944681,71.9080499541389,Cleared,False,Tier 1,156.3418926544059,18,156.3418926544059,36.27053829931266,23.199500583946982,0.0,Low Risk,12.040556678073312,76.75339757747929,2022-05-02
PRJ-IN-2026-1089,Railways,North-East,Railways,2021-09-01,2024-08-31,70.75627526996367,75.38366403728016,Cleared,False,Tier 2,638.258574072795,55,638.258574072795,104.63374048223169,16.393628653439436,0.0,Low Risk,21.481059225725147,80.36150258901898,2029-04-01
PRJ-IN-2026-1090,Railways,East,Railways,2022-11-29,2026-01-28,62.22492237295663,86.99503592719232,Cleared,False,Tier 2,281.82575550083897,10,288.28045453958293,169.0833305256849,58.65237405558085,2.2903155275049913,Low Risk,17.534931595990734,73.99555469321265,2026-11-28
PRJ-IN-2026-1091,Highways,East,NHAI,2018-12-16,2023-02-15,3.869724181037004,87.58210110345985,Cleared,False,Tier 3,1759.6065847123768,34,1759.6065847123768,291.4416711486231,16.562888186523907,0.0,Low Risk,28.912172917976775,78.95383046674434,2025-12-15
PRJ-IN-2026-1092,Power & Energy,South,NTPC,2018-05-10,2020-05-09,59.56945493850161,68.12907022260521,Cleared,False,Tier 1,1143.2183013973042,37,1143.2183013973042,958.0225389913709,83.80049005692291,0.0,Low Risk,25.11298658786324,74.31236950333547,2023-06-09
PRJ-IN-2026-1093,Highways,West,PWD,2025-11-10,2027-03-12,6.814279277581403,61.82115362391731,Cleared,False,Tier 1,2827.530476140033,10,2827.530476140033,899.5584423379173,31.814279277581402,0.0,Low Risk,33.448408899255135,91.62012322580088,2028-01-10
PRJ-IN-2026-1094,Highways,South,NHAI,2020-02-26,2024-06-26,20.2199995056924,85.9070071425799,Cleared,False,Tier 3,85.10664116115845,12,85.10664116115845,38.485222712387255,45.2199995056924,0.0,Low Risk,27.798620399718345,85.13864021941427,2025-06-26
PRJ-IN-2026-1095,Power & Energy,North,PWD,2019-12-11,2022-12-10,90.13627035263447,93.56174653138733,In-Review,False,Tier 3,1160.6003324812766,1,1160.6003324812766,567.6521456535705,48.91021739068201,0.0,Low Risk,33.28959040614784,77.92307742081908,2023-01-09
PRJ-IN-2026-1096,Railways,North-East,Railways,2020-10-15,2024-07-15,44.72635655727255,70.34031181114526,Cleared,False,Tier 2,288.29843781993105,24,288.29843781993105,201.01999670337182,69.72635655727255,0.0,Low Risk,16.804934235581833,92.93037281064001,2026-07-15
PRJ-IN-2026-1097,Highways,North,PWD,2018-07-31,2022-05-31,78.1346290671915,83.5799545591406,Cleared,False,Tier 1,498.9910718958536,3,632.8781983183854,159.46353165616304,25.196559476984998,26.831567529624245,Low Risk,23.000397443278256,94.87182599421419,2022-08-30
PRJ-IN-2026-1098,Urban Metro,West,PWD,2019-03-06,2023-03-06,31.431166872782036,92.3468383521902,Cleared,False,Tier 2,253.70996533784663,0,253.70996533784663,81.19503149292822,32.00309116151857,0.0,Low Risk,9.419212603557032,85.72532326301364,2023-03-06
PRJ-IN-2026-1099,Water Resources,North,PWD,2018-03-12,2020-10-10,11.07743770111883,89.86545803182082,In-Review,True,Tier 2,306.6976811827575,46,352.7023333601711,127.24596458840819,36.07743770111883,15.0,Medium Risk,23.919313670030157,80.7218660511916,2024-08-10
PRJ-IN-2026-1100,Highways,East,NHAI,2022-04-12,2024-08-11,88.81916683469203,88.0909314783907,Cleared,False,Tier 1,159.64533402020155,16,159.64533402020155,64.63160331632821,40.48449252400306,0.0,Low Risk,35.204763553247474,97.11125413590864,2025-12-11
PRJ-IN-2026-1101,Highways,North-East,PWD,2021-09-15,2022-09-15,16.382707241597892,64.8384979201405,In-Review,False,Tier 3,1167.625591085672,33,1777.770337151981,735.6894940515722,41.38270724159789,52.25517072634466,Critical,33.67224927317107,80.16638677727238,2025-06-15
PRJ-IN-2026-1102,Railways,North,Railways,2020-03-11,2022-03-11,34.964154179184426,78.26574044966166,Cleared,False,Tier 1,97.02540742328677,14,97.02540742328677,35.89371314150168,36.99413802501276,0.0,Low Risk,14.790223035942951,77.54012059083242,2023-05-11
PRJ-IN-2026-1103,Urban Metro,West,PWD,2025-05-07,2028-05-06,70.12344960132113,91.58299039927266,Cleared,False,Tier 1,259.2547387263846,33,259.2547387263846,195.27605319055968,75.32207671492266,0.0,Low Risk,9.694241769611718,77.62705520995802,2031-02-04
PRJ-IN-2026-1104,Urban Metro,West,DMRC,2020-06-11,2022-09-10,59.18036682004887,86.33822612587052,Cleared,True,Tier 3,579.9468077116953,60,688.846523642007,284.28369031289316,41.269525294234505,18.777535194994677,Medium Risk,34.12381063040484,71.66838712028436,2027-09-10
PRJ-IN-2026-1105,Highways,North-East,NHAI,2018-02-19,2019-12-20,92.79900512158613,99.8206881779717,Cleared,False,Tier 3,167.26089399968532,60,198.36286810675233,88.27323185976636,44.5008850206081,18.59488692385294,Medium Risk,18.68160848771452,78.64326472033491,2024-12-19
PRJ-IN-2026-1106,Urban Metro,North,PWD,2018-10-19,2021-10-18,98.76705408753507,81.10662929683583,Cleared,False,Tier 3,830.869366238104,28,955.4997711738196,624.4587980665806,65.35415464301376,14.999999999999995,Medium Risk,23.722771012980623,73.76515775519908,2024-02-17
PRJ-IN-2026-1107,Highways,West,NHAI,2023-10-20,2028-02-18,14.663091620394608,89.33266939280902,Cleared,True,Tier 1,167.1002618345543,43,167.1002618345543,32.381366549752045,19.378405631591882,0.0,Low Risk,16.18430659312338,85.66207344305292,2031-09-18
PRJ-IN-2026-1108,Railways,East,Railways,2022-04-08,2025-03-08,22.658681946786853,62.565681954435604,Cleared,False,Tier 2,201.8895139102254,15,201.8895139102254,96.21788131838832,47.65868194678685,0.0,Low Risk,24.969236483578634,69.8769540739151,2026-06-07
PRJ-IN-2026-1109,Ports & Shipping,East,PWD,2020-01-31,2021-11-30,63.91630342228374,78.30405579228278,Cleared,False,Tier 1,1126.9103431669766,43,1126.9103431669766,579.5691294461251,51.42992368118225,0.0,Low Risk,23.62077361368317,75.47866318679343,2025-06-30
PRJ-IN-2026-1110,Highways,South,NHAI,2019-12-24,2024-03-24,14.673166670348648,96.58794727594328,In-Review,False,Tier 2,142.3594117018222,3,142.3594117018222,56.47848667539174,39.67316667034865,0.0,Low Risk,8.712611940127024,71.93318827744393,2024-06-23
PRJ-IN-2026-1111,Highways,South,NHAI,2019-10-03,2021-12-02,54.22191849247772,96.35929210950357,Cleared,False,Tier 2,883.3176162560292,1,883.3176162560292,424.68109234646,48.07796024112876,0.0,Low Risk,22.648836592259855,83.09361966521733,2022-01-01
PRJ-IN-2026-1112,Railways,East,Railways,2021-05-17,2025-10-16,37.28291398568322,84.55183133252326,Cleared,False,Tier 2,572.537219865978,25,572.537219865978,356.5928641851491,62.28291398568322,0.0,Low Risk,23.916789868519714,88.66481812273776,2027-11-16
PRJ-IN-2026-1113,Power & Energy,North,NTPC,2023-08-19,2026-04-19,88.81299735659171,94.12111404968934,Cleared,False,Tier 2,2895.223768643012,14,2895.223768643012,1786.08284771481,61.69066678227586,0.0,Low Risk,29.439972800530718,90.57819129650018,2027-06-19
PRJ-IN-2026-1114,Water Resources,East,CWD,2023-02-08,2026-03-10,91.80948076365371,84.66209513430272,Cleared,False,Tier 1,131.46267872954854,51,131.46267872954854,78.46891188093078,59.689116819504996,0.0,Low Risk,23.2650901332253,71.83516100563865,2030-06-09
PRJ-IN-2026-1115,Ports & Shipping,West,PWD,2023-12-26,2028-06-25,25.88300948064456,77.95619581493823,Cleared,False,Tier 1,177.25361984740852,46,237.93318110633422,121.06756309993523,50.88300948064456,34.233185935024984,High Risk,10.062645924442057,86.22638969078312,2032-04-25
PRJ-IN-2026-1116,Highways,East,PWD,2018-05-01,2019-11-30,9.566811040606748,59.159071924573084,In-Review,False,Tier 1,355.83731185873506,45,355.83731185873506,123.0016112021835,34.56681104060675,0.0,Low Risk,19.06682202496838,76.22291363840466,2023-08-30
PRJ-IN-2026-1117,Highways,North,PWD,2022-06-22,2024-05-22,99.1079799961017,83.15554234123641,Cleared,False,Tier 2,179.12739291471902,2,179.12739291471902,65.89548967288414,36.786941740539035,0.0,Low Risk,31.898622639840937,87.6996103292597,2024-07-21
PRJ-IN-2026-1118,Urban Metro,South,DMRC,2024-02-12,2026-10-13,14.989543549162798,77.02509062588301,Cleared,False,Tier 1,434.3236617687044,60,504.21581043564174,201.6336010959251,39.989543549162796,16.092180744266663,Medium Risk,18.77800055073057,93.4516403202368,2031-10-13
PRJ-IN-2026-1119,Highways,East,NHAI,2019-08-14,2022-06-13,17.343480818365663,65.0987715512031,Pending,False,Tier 2,310.66473551999144,39,310.66473551999144,85.38703000263867,27.485266346602756,0.0,Low Risk,30.4366150478778,82.48562589695112,2025-09-12
PRJ-IN-2026-1120,Water Resources,West,CWD,2022-08-30,2028-03-30,25.217327903787368,61.27951272951695,In-Review,False,Tier 2,60.67526353050038,46,60.67526353050038,20.356101853824676,33.54925989500156,0.0,Low Risk,35.405105318776165,90.53161497316557,2032-01-29
PRJ-IN-2026-1121,Power & Energy,North-East,PWD,2018-01-19,2020-02-19,34.085408312131214,64.1265954327278,Pending,False,Tier 1,100.99585656667719,60,100.99585656667719,58.26464353484865,57.69013256141107,0.0,Low Risk,26.30545156501143,96.23064773776133,2025-02-18
PRJ-IN-2026-1122,Highways,East,NHAI,2025-04-12,2026-12-11,14.777915095052341,87.57227951172054,In-Review,False,Tier 1,2007.549377084177,23,2007.549377084177,798.5612867077961,39.77791509505234,0.0,Low Risk,8.476956297427682,73.36333971110669,2028-11-10
PRJ-IN-2026-1123,Urban Metro,West,PWD,2023-11-25,2025-11-24,32.22310414009784,86.28027642534812,In-Review,False,Tier 2,154.10676590881585,46,177.22278079513822,77.57418041056197,43.772126846510965,15.0,Medium Risk,32.820172264592415,80.1336574983871,2029-09-24
PRJ-IN-2026-1124,Highways,North,PWD,2022-12-26,2026-02-24,2.2024032358464396,62.95609099790218,Pending,False,Tier 3,423.2533236899866,41,423.2533236899866,75.91787381521738,17.9367460492345,0.0,Low Risk,29.896495983254503,94.08157057177655,2029-07-26
PRJ-IN-2026-1125,Railways,North-East,Railways,2022-10-19,2026-03-20,80.09836977913037,79.60815706389647,Cleared,True,Tier 2,120.34294245531142,58,120.34294245531142,98.1304803067596,81.5423641009939,0.0,Low Risk,14.511644265624096,71.58366800221651,2031-01-18
PRJ-IN-2026-1126,Power & Energy,South,NTPC,2023-05-12,2025-08-10,26.35520805399438,28.112159122445803,Pending,True,Tier 2,102.8554412921062,60,102.8554412921062,52.82162587041519,51.35520805399438,0.0,Low Risk,25.285789923622282,81.10643017587996,2030-08-10
PRJ-IN-2026-1127,Railways,South,Railways,2021-05-19,2024-05-18,81.77842762546481,88.4588888135149,Cleared,False,Tier 2,925.3106642252304,12,925.3106642252304,762.1590792409943,82.36791260577935,0.0,Low Risk,21.91322469243776,81.35054141465956,2025-05-18
PRJ-IN-2026-1128,Power & Energy,South,NTPC,2025-09-26,2030-08-26,64.6921762853587,87.50135758140419,Pending,False,Tier 1,347.32816768913597,0,347.32816768913597,174.06402975140338,50.11514928647922,0.0,Low Risk,18.650456782655315,95.27604806071433,2030-08-26
PRJ-IN-2026-1129,Power & Energy,North,NTPC,2019-09-17,2022-09-16,48.05460967626117,54.69246955575821,In-Review,False,Tier 2,83.40290467111204,14,83.40290467111204,60.9296664661451,73.05460967626118,0.0,Low Risk,25.69616296878924,81.0993240127857,2023-11-16
PRJ-IN-2026-1130,Ports & Shipping,West,PWD,2024-06-26,2027-09-26,97.22928412139863,92.86602161752032,Cleared,False,Tier 2,324.1465980153571,36,412.350724246457,116.17772989045336,28.17449395845255,27.211183696248774,High Risk,11.556299917706035,69.99868406121736,2030-09-25
PRJ-IN-2026-1131,Ports & Shipping,South,PWD,2024-02-05,2028-12-05,38.66702090778064,81.71832272318123,Cleared,False,Tier 1,409.34812931054324,8,409.34812931054324,227.7859917256899,55.6460321705501,0.0,Low Risk,13.174836349006341,94.45007851366414,2029-08-05
PRJ-IN-2026-1132,Railways,South,Railways,2024-09-13,2026-12-13,17.8388191995436,94.5726278769805,Cleared,False,Tier 1,1958.8599869668192,34,1958.8599869668192,839.1524881889189,42.8388191995436,0.0,Low Risk,16.813713388163706,70.86146712410773,2029-10-12
PRJ-IN-2026-1133,Highways,North,PWD,2018-07-27,2020-09-25,57.74392963727944,66.7106680489221,Cleared,False,Tier 2,50.0,19,50.0,37.877267379321474,75.75453475864295,0.0,Low Risk,10.223945846982124,86.13676672135736,2022-04-26
PRJ-IN-2026-1134,Power & Energy,North-East,NTPC,2021-07-24,2024-01-23,14.014972879865518,61.86460474325111,Cleared,False,Tier 3,938.5730831205701,60,938.5730831205701,366.18403383720806,39.01497287986552,0.0,Low Risk,12.961093894996518,78.97875636279132,2029-01-22
PRJ-IN-2026-1135,Ports & Shipping,West,PWD,2023-02-21,2025-07-22,27.68160015875726,87.09673048539376,Pending,False,Tier 3,160.15575229646527,60,160.15575229646527,84.37261305607353,52.681600158757256,0.0,Low Risk,17.23281644691425,87.70752887844087,2030-07-22
PRJ-IN-2026-1136,Railways,North-East,Railways,2022-12-14,2024-02-13,90.77391398403667,78.09082384272938,Cleared,False,Tier 1,2646.3888099620785,0,2646.3888099620785,671.458099705455,25.372617099113135,0.0,Low Risk,28.658995768744667,90.0285945364201,2024-02-13
PRJ-IN-2026-1137,Railways,North-East,Railways,2023-07-05,2026-08-04,89.21585978733579,82.86960134234961,Pending,False,Tier 1,1816.9645518241095,60,1816.9645518241095,1090.4113096102956,60.012800388185696,0.0,Low Risk,15.125424599864838,81.4971546741337,2031-08-04
PRJ-IN-2026-1138,Railways,North-East,Railways,2023-01-28,2026-03-29,46.572521379214784,62.00562945803966,Cleared,False,Tier 1,2257.8430425212828,58,2257.8430425212828,572.0642700834846,25.336759877014003,0.0,Low Risk,32.45134851980163,91.72133179476191,2031-01-27
PRJ-IN-2026-1139,Highways,East,PWD,2019-10-15,2022-07-15,47.82707570448908,83.69335953529006,Cleared,True,Tier 2,154.83171560899606,23,154.83171560899606,69.5194041727756,44.899976661329696,0.0,Low Risk,26.810182883066865,77.644570869123,2024-06-14
PRJ-IN-2026-1140,Power & Energy,North,NTPC,2024-08-16,2027-10-16,56.67836832772664,68.42477964701736,Cleared,False,Tier 2,55.38882420868838,0,55.38882420868838,39.57448201222659,71.44849629434609,0.0,Low Risk,16.902441678617528,69.55457979842056,2027-10-16
PRJ-IN-2026-1141,Railways,South,Railways,2021-11-13,2025-02-12,8.418068361372743,68.60660219006269,Cleared,True,Tier 1,256.79246628179453,40,256.79246628179453,71.2217223817248,27.73512923216709,0.0,Low Risk,24.068910012297895,96.26135379504439,2028-06-13
PRJ-IN-2026-1142,Urban Metro,South,DMRC,2025-10-07,2027-06-07,25.315605313474208,88.90395092931783,Cleared,False,Tier 1,88.42720029064768,0,88.42720029064768,44.4926810879976,50.31560531347421,0.0,Low Risk,22.213052635785147,82.79671778332239,2027-06-07
PRJ-IN-2026-1143,Urban Metro,West,DMRC,2022-03-01,2025-05-31,57.99853155609613,93.53970351880774,Cleared,False,Tier 2,235.6231171704448,13,270.9665847460115,223.41465835555377,82.45099984006139,14.999999999999995,Medium Risk,23.337665228572256,95.96925305482715,2026-06-30
PRJ-IN-2026-1144,Urban Metro,North,PWD,2022-04-20,2025-10-19,32.116617335922335,87.91643212143539,Cleared,False,Tier 1,52.51608173377621,0,52.51608173377621,3.2202726789150584,6.131974383084849,0.0,Low Risk,14.806428979994688,80.8205251283388,2025-10-19
PRJ-IN-2026-1145,Railways,North,Railways,2022-09-24,2024-01-24,21.339076911135045,61.92988239728683,Cleared,False,Tier 1,155.67752490017932,41,155.67752490017932,34.70080018871428,22.290179787329283,0.0,Low Risk,21.555754985549605,86.17477693275957,2027-06-25
PRJ-IN-2026-1146,Railways,West,Railways,2024-12-20,2029-05-21,64.73608214390583,76.05732721056307,Pending,False,Tier 1,1390.3021414744283,32,1390.3021414744283,834.281996545535,60.007243868643634,0.0,Low Risk,34.50375788244336,73.89647880363282,2032-01-20
PRJ-IN-2026-1147,Power & Energy,North,NTPC,2025-03-18,2026-12-17,56.643579294645896,96.34277034364682,Cleared,False,Tier 1,338.30248590334594,0,338.30248590334594,276.2022583342565,81.64357929464589,0.0,Low Risk,17.43975303695398,87.97878509927142,2026-12-17
PRJ-IN-2026-1148,Urban Metro,North,DMRC,2022-09-05,2024-07-05,32.70728180185692,64.06135526834788,Cleared,True,Tier 2,70.5392926887134,24,70.5392926887134,40.7063084129125,57.70728180185692,0.0,Low Risk,27.350588988711145,87.19862839840475,2026-07-05
PRJ-IN-2026-1149,Railways,North,Railways,2022-05-16,2025-07-15,93.73912745374649,85.38500328899426,Cleared,False,Tier 1,507.77342353358625,0,507.77342353358625,85.74598975620476,16.886663575163098,0.0,Low Risk,13.836178157626456,96.39547095734248,2025-07-15
PRJ-IN-2026-1150,Water Resources,West,CWD,2018-06-09,2021-12-08,77.76896806485742,86.44782588466965,Cleared,False,Tier 1,116.76666813931274,2,116.76666813931274,92.01208134340065,78.79995448154972,0.0,Low Risk,23.965969900933757,82.1213400574494,2022-02-06
PRJ-IN-2026-1151,Highways,North,PWD,2018-07-16,2022-04-15,59.61416499806854,50.02689197986867,Cleared,False,Tier 1,1033.873463448013,18,1033.873463448013,558.1471080009405,53.98601741256572,0.0,Low Risk,11.19979972954534,92.3415721220468,2023-10-14
PRJ-IN-2026-1152,Water Resources,North,CWD,2023-11-23,2027-05-24,20.946554201484858,57.160351376429595,Cleared,False,Tier 1,801.7654651294214,6,1203.584865982116,447.1957951917262,37.1553189003268,50.11682572132648,Medium Risk,9.262916212667376,74.32288222947008,2027-11-22
PRJ-IN-2026-1153,Highways,South,NHAI,2020-10-05,2023-03-06,64.80966243573809,99.09874636190364,Cleared,False,Tier 2,551.4637715728085,11,771.45608463094,184.0417220103277,23.856409415497986,39.892432540164876,Medium Risk,25.239689911327055,76.31918658780275,2024-02-03
PRJ-IN-2026-1154,Highways,West,PWD,2021-06-30,2024-07-30,68.77385155849112,95.70837980073311,In-Review,False,Tier 3,2026.1026798794671,11,2171.3460582219027,1020.760105825806,47.01047545878974,7.168608964629379,Medium Risk,24.736054423438013,84.24179304951684,2025-06-29
PRJ-IN-2026-1155,Railways,South,Railways,2023-01-10,2025-09-10,58.12665064827728,81.51884381379742,Cleared,False,Tier 1,197.4616224546133,12,197.4616224546133,121.11225542577785,61.334579307235046,0.0,Low Risk,19.070219031556007,90.37310845367143,2026-09-10
PRJ-IN-2026-1156,Highways,North,NHAI,2019-10-11,2022-12-10,63.7960289726032,88.50405572805566,Cleared,True,Tier 3,2676.2225140098926,25,2676.2225140098926,2027.552180894062,75.76171900056615,0.0,Low Risk,15.699120853443686,71.24057924012185,2025-01-09
PRJ-IN-2026-1157,Highways,North-East,NHAI,2020-08-31,2023-08-31,16.222850940244726,85.88657362947333,Cleared,False,Tier 1,451.97771892342246,16,451.97771892342246,186.3181013549207,41.222850940244726,0.0,Low Risk,27.40281910086359,88.27637671584999,2024-12-30
PRJ-IN-2026-1158,Highways,North-East,PWD,2018-05-06,2020-10-04,33.49932007670806,63.48918573081097,Pending,False,Tier 3,649.9901824437532,60,649.9901824437532,352.36597260069766,54.21096842969465,0.0,Low Risk,29.004551658353037,87.4899977608859,2025-10-04
PRJ-IN-2026-1159,Railways,North,Railways,2024-02-22,2026-09-22,89.07449158741653,99.76943347234166,Pending,True,Tier 2,50.0,60,50.0,22.1787983535782,44.3575967071564,0.0,Low Risk,27.01909284677174,68.96279240743006,2031-09-22
PRJ-IN-2026-1160,Urban Metro,South,PWD,2022-01-25,2023-02-24,13.711199685728248,76.73322881178957,Cleared,False,Tier 1,209.73010258424864,3,209.73010258424864,81.1890388124712,38.711199685728246,0.0,Low Risk,28.938739267342406,75.08333769783259,2023-05-26
PRJ-IN-2026-1161,Highways,North,PWD,2019-07-09,2023-04-08,58.969112322688275,63.77278976686992,Cleared,False,Tier 3,183.43385377046795,47,218.28353868035154,183.2907497764431,83.96911232268828,18.998502290363067,Medium Risk,23.93620532194501,78.00873007545954,2027-03-08
PRJ-IN-2026-1162,Power & Energy,West,PWD,2022-10-08,2026-01-07,89.76553294067841,81.10050463802574,Cleared,False,Tier 1,63.87429044247821,11,95.09770439739869,26.684450756865395,28.060036702205952,48.88260008624067,Medium Risk,11.469934128669307,87.33376348351948,2026-12-07
