sector,project_name,original_cost_cr,revised_cost_cr,anticipated_cost_cr,expenditure_cum_cr,approval_year,original_doc_year,tor_months,delayed,planned_duration_years,cost_overrun_pct,overrun_flag,overrun_ratio,physical_progress
POWER,POWER FROM REZ IN,428.0,,428.0,,2023,2025.0,3.0,1.0,2.0,0.0,0,0.0,
POWER,OF POWER FROM A [BIKANER III N,2998.0,,2998.0,1112.98,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,45.3
POWER,OF POWER FROM D [NEEMRANA II B,2056.0,,2056.0,1318.23,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,50.7
POWER,OF POWER FROM KHETRI TRANSMISSI,2000.0,,2000.0,823.0,2024,2025.0,0.0,0.0,1.0,0.0,0,0.0,51.0
POWER,POWER FROM COMPLEX),3279.0,,3279.0,293.9,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,16.4
POWER,POWER FROM COMPLEX) PART-C,2227.0,,2227.0,292.59,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,16.4
POWER,POWER FROM COMPLEX) PART-E,3251.0,,3251.0,426.6,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,13.4
POWER,TRANSMISSION SYSTEM FOR OF POWER FROM BHADLA-III RAJASTHAN REZ P,369.0,,369.0,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,1.0
POWER,SYSTEM STRENGTHENING OF BHADLA-III III COMPLEX [SPV NA,1382.0,,1382.0,,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,SYSTEM FOR EVACUATION RAJASTHAN REZ PH -IV [JAISALMER/BAR,2735.0,,2735.0,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,0.7
POWER,SYSTEM FOR EVACUATION RAJASTHAN REZ PH-IV [BIKANER COMPLEX,5969.0,,5969.0,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,SYSTEM FOR EVACUATION RAJASTHAN REZ PH-IV [BIKANER COMPLE,5357.0,,5357.0,67.82,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,3.7
POWER,REZ PH-V,5028.0,,5028.0,0.0,2025,2027.0,0.0,0.0,2.0,0.0,0,0.0,
POWER,"AT FATEHGARH-II PS,",404.0,,428.0,0.0,2025,2026.0,0.0,0.0,1.0,5.9406,1,0.059406,
POWER,PV PROJECT 735 MW,4189.17,4378.17,4378.17,151.79,2022,2024.0,15.0,1.0,2.0,4.5116,1,0.045116,95.0
RAILWAYS,MITHRI TEST TRACK,528.48,,500.85,354.2,2019,2025.0,3.0,1.0,6.0,0.0,0,0.0,95.0
RAILWAYS,TRACK FOR RDSO,466.42,,466.22,737.27,2021,2026.0,0.0,0.0,5.0,0.0,0,0.0,82.0
RAILWAYS,CHURU-RATANGARH,422.6,,422.6,209.8,2023,2028.0,0.0,0.0,5.0,0.0,0,0.0,90.0
RAILWAYS,- BYPASS LINE,304.0,239.54,239.54,,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,
RAILWAYS,- DEVGARH MADARIYA,968.92,,968.92,400.31,2023,2028.0,0.0,0.0,5.0,0.0,0,0.0,40.0
ROAD TRANSPORT AND HIGHWAYS,UP-GRATION OF WITH PAVED SHOULDER TANOT-RAMGARH,741.86,649.0,649.0,663.37,2018,2021.0,50.0,1.0,3.0,0.0,0,0.0,99.99
ROAD TRANSPORT AND HIGHWAYS,-58 FROM BEAWAR-GOMTI TO KM. 108.600) PKG-I.,379.23,,379.23,268.62,2020,2023.0,26.0,1.0,3.0,0.0,0,0.0,96.1
ROAD TRANSPORT AND HIGHWAYS,OF NH-325,411.4,,411.4,219.61,2021,2024.0,19.0,1.0,3.0,0.0,0,0.0,71.63
ROAD TRANSPORT AND HIGHWAYS,PACHPADRA-BAGUNDI 4 LANE FROM KM 73/60 TO ON EPC MODE IN THE,194.88,,194.88,105.69,2022,2024.0,8.0,1.0,2.0,0.0,0,0.0,83.0
ROAD TRANSPORT AND HIGHWAYS,CARRIAGEWAY OF,451.66,,,401.78,2021,2024.0,,,,0.0,0,0.0,99.0
ROAD TRANSPORT AND HIGHWAYS,TO TWO LANE PAVED KOTHUN-LALSOT-KAROLI-,150.11,,150.11,82.83,2021,2024.0,11.0,1.0,3.0,0.0,0,0.0,88.0
ROAD TRANSPORT AND HIGHWAYS,SPUR FROM DELHI- EXPRESSWAY TO JAIPUR,1636.15,,1636.15,553.96,2022,2024.0,7.0,1.0,2.0,0.0,0,0.0,95.26
ROAD TRANSPORT AND HIGHWAYS,TO CHAINAGE 101.000 KM),672.35,,672.35,328.24,2021,2024.0,11.0,1.0,3.0,0.0,0,0.0,99.5
ROAD TRANSPORT AND HIGHWAYS,DHANDHANIYA)-,662.08,,662.08,124.06,2019,2023.0,23.0,1.0,4.0,0.0,0,0.0,96.5
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD 319.400) [END OF INTERCHA,1272.97,,1272.97,512.05,2019,2022.0,32.0,1.0,3.0,0.0,0,0.0,86.81
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD 419.000) [JUNCTION WITH N,1119.35,,1119.35,1447.44,2019,2023.0,25.0,1.0,4.0,0.0,0,0.0,99.8
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD 292.950) [JUNCTION WITH M,1658.06,,1658.06,157.39,2019,2022.0,30.0,1.0,3.0,0.0,0,0.0,99.9
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD [JUNCTION WITH NH,1788.69,,1788.69,960.26,2020,2024.0,23.0,1.0,4.0,0.0,0,0.0,76.81
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANE WITH FOR FATEHPUR BYPASS AND BYPAS,186.29,,186.29,,2022,2024.0,10.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF TWO LANE PAVED SHAHPURA TO NH-248A ON EPC MODE IN,174.34,,174.34,118.08,2022,2024.0,13.0,1.0,2.0,0.0,0,0.0,90.0
ROAD TRANSPORT AND HIGHWAYS,AND GARHI- PARTAPUR BYPASS OF,187.65,,187.65,117.57,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,90.0
ROAD TRANSPORT AND HIGHWAYS,TO 2 LANE WITH PAVED CHARBHUJA AT DESIGN KM 150.00) TO,838.43,,838.43,455.87,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,99.0
ROAD TRANSPORT AND HIGHWAYS,OF 2 LANE WITH PAVED BYPASS PHASE-II FROM DESIGN CHAINAG,317.74,,317.74,136.23,2022,2025.0,8.0,1.0,3.0,0.0,0,0.0,12.5
ROAD TRANSPORT AND HIGHWAYS,STRUCTURES ON 6LGURGAON- OF NH-48 BETWEEN KM 273.00,409.64,,409.64,238.22,2022,2024.0,12.0,1.0,2.0,0.0,0,0.0,77.1
ROAD TRANSPORT AND HIGHWAYS,TO 2 LANE WITH PAVED HANUMANGARH TO NH 54 ON EPC MODE IN,334.64,,334.64,128.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,50.0
ROAD TRANSPORT AND HIGHWAYS,TO 2 LANE WITH PAVED NEECHLI ODEN AT DESIGN KM 88.800 TO,606.61,,606.61,118.0,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,20.0
CIVIL AVIATION,WIDENING OF BASIC SIDE OF RUNWAY TO 920M I/C SLOPE ST,323.26,,323.26,,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
DEPARTMENT OF HIGHER EDUCATION,OF SIKKIM UNIVERSITY PACKAGE -II AT SIKKIM ),314.06,,303.55,157.24,2020,2025.0,0.0,0.0,5.0,0.0,0,0.0,80.0
POWER,PROJECT,938.29,,1828.11,1486.3,2021,2024.0,19.0,1.0,3.0,94.8342,1,0.948342,88.51
RAILWAYS,NEFR,7876.92,11963.43,11963.43,8569.25,2008,2015.0,151.0,1.0,7.0,51.8795,1,0.518795,80.0
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED GEOMETRIC FROM KM 0.000 TO KM 16.00,375.8,,375.8,288.56,2017,2022.0,20.0,1.0,5.0,0.0,0,0.0,96.55
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED GEOMETRIC FROM KM 16.000 TO KM 32.5,290.05,,290.05,218.36,2017,2020.0,42.0,1.0,3.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF TO 2 LANE WITH FROM KM 0.00 TO KM,402.94,,402.94,247.12,2019,2022.0,38.0,1.0,3.0,0.0,0,0.0,76.54
ROAD TRANSPORT AND HIGHWAYS,OF TO 2 LANE WITH FROM KM 13.00 TO KM,295.97,,295.97,249.8,2020,2023.0,27.0,1.0,3.0,0.0,0,0.0,95.66
ROAD TRANSPORT AND HIGHWAYS,OF TO 2 LANE WITH FROM KM 26.10 TO KM,242.97,,244.45,246.91,2020,2022.0,19.0,1.0,2.0,0.6091,1,0.006091,100.0
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION TO 2-LANE WITH PAVED GEOMETRIC,345.38,395.59,395.59,362.61,2020,2023.0,30.0,1.0,3.0,14.5376,1,0.145376,91.24
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE ROAD WITH OF EXISTING STRETCH,183.31,439.56,439.56,355.31,2020,2022.0,43.0,1.0,2.0,139.7905,1,1.397905,51.19
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE SPECIFICATION SHOULDER AS,262.84,414.2,414.2,221.86,2020,2023.0,31.0,1.0,3.0,57.5864,1,0.575864,47.57
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF TO 2-LANE WITH PAVED GEOMETRIC IM,292.8,,292.8,202.92,2020,2022.0,43.0,1.0,2.0,0.0,0,0.0,60.9
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF TO 2-LANE WITH PAVED,230.45,244.91,244.91,206.95,2020,2023.0,32.0,1.0,3.0,6.2747,1,0.062747,82.32
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF TO 2-LANE WITH PAVED NEW ROLEP BRIDGE AT,493.42,478.79,478.79,305.2,2020,2023.0,28.0,1.0,3.0,0.0,0,0.0,58.28
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED NEW GREEN FIELD CHOCHENPHERI AT KM,816.79,786.6,786.6,332.24,2020,2023.0,36.0,1.0,3.0,0.0,0,0.0,51.45
ROAD TRANSPORT AND HIGHWAYS,ROLEP- MENLA PKG- 3B,410.6,379.3,379.3,,2020,2024.0,22.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF 2-LANE WITH PAVED BYPASS ROAD FROM,385.15,,385.15,170.32,2021,2024.0,20.0,1.0,3.0,0.0,0,0.0,81.3
CIVIL AVIATION,OF CHENNAI AIRPORT,2467.0,,2467.0,1601.6,2018,2022.0,52.0,1.0,4.0,0.0,0,0.0,71.0
CIVIL AVIATION,OF TUTICORIN AIRPORT,380.87,451.74,451.74,361.57,2019,2022.0,37.0,1.0,3.0,18.6074,1,0.186074,100.0
COAL,POWER PROJECT -NEYVELI,218.03,,218.03,147.99,2023,2025.0,3.0,1.0,2.0,0.0,0,0.0,38.0
FINANCE,OF 726 NOS RESIDENTIAL FINANC ),348.77,,348.77,223.39,2017,2021.0,12.0,1.0,4.0,0.0,0,0.0,100.0
MINES,POWER PROJECT AT TAMILNADU,166.62,163.17,163.17,135.63,2017,2019.0,66.0,1.0,2.0,0.0,0,0.0,65.0
PETROLEUM,POL PIPELINE,678.0,1732.0,1732.0,615.48,2012,2017.0,104.0,1.0,5.0,155.4572,1,1.554572,59.0
PETROLEUM,"POL TERMINAL AT VALLUR,",827.0,887.71,887.71,576.63,2022,2024.0,17.0,1.0,2.0,7.341,1,0.07341,85.4
PETROLEUM,PIPELINES IN COMMON PROPOSED GRASS ROOT,829.0,,829.0,257.54,2022,2024.0,22.0,1.0,2.0,0.0,0,0.0,59.44
PETROLEUM,AT DHARMAPURI AND DISTRICTS,501.0,,501.0,,2022,2030.0,9.0,1.0,8.0,0.0,0,0.0,
PETROLEUM,AT THE NILGIRIS AND,3685.0,,3685.0,205.14,2022,2030.0,0.0,0.0,8.0,0.0,0,0.0,10.8
POWER,SYSTEM UNDER ISTS FOR OF POWER FROM,548.0,,548.0,0.0,2025,2028.0,0.0,0.0,3.0,0.0,0,0.0,
RAILWAYS,MRTS FROM VELACHERY MTP,734.01,734.01,981.83,632.33,2006,2024.0,10.0,1.0,18.0,0.0,0,0.0,98.0
RAILWAYS,EGMORE,359.6,274.2,310.0,302.11,2022,2026.0,0.0,0.0,4.0,0.0,0,0.0,95.0
RAILWAYS,THIRUTURAIPUNDI,677.12,,788.05,144.28,2008,2026.0,12.0,1.0,18.0,16.3826,1,0.163826,19.0
ROAD TRANSPORT AND HIGHWAYS,OF CHOLOPURAM-,1176.37,,1176.37,1325.06,2017,2020.0,57.0,1.0,3.0,0.0,0,0.0,99.5
ROAD TRANSPORT AND HIGHWAYS,STHIYATHOPU-,1227.87,,1227.87,1436.16,2017,2020.0,57.0,1.0,3.0,0.0,0,0.0,98.12
ROAD TRANSPORT AND HIGHWAYS,OF CHETTIKULAM TO OF NH-785 FROM,505.35,,837.69,,2018,2022.0,32.0,1.0,4.0,65.7643,1,0.657643,
ROAD TRANSPORT AND HIGHWAYS,OF PUDUCHERRY POONDIYANKUPPAM OF NH-45A ON HAM,1294.47,1588.4,1588.4,865.95,2018,2021.0,43.0,1.0,3.0,22.7066,1,0.227066,98.72
ROAD TRANSPORT AND HIGHWAYS,OF SATTANATHAPURAM TO NAGAPATTINAM SECTION OF NH-45A ON HAM,1872.68,2899.77,2899.77,1301.78,2018,2020.0,63.0,1.0,2.0,54.846,1,0.54846,63.5
ROAD TRANSPORT AND HIGHWAYS,OF 4 LANE WITH PAVED THIRUVAYARU BYPASS IN KM.55/926 TO 62/6,191.33,207.97,207.97,100.42,2022,2022.0,31.0,1.0,0.0,8.697,1,0.08697,100.0
ROAD TRANSPORT AND HIGHWAYS,2-LANE WITH PAVED OF NAGAPATTINAM -,434.12,,434.12,268.92,2020,2023.0,25.0,1.0,3.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,KAMALAPURAM - SECTION OF NH-209,1051.69,,1051.69,588.17,2019,2023.0,29.0,1.0,4.0,0.0,0,0.0,81.69
ROAD TRANSPORT AND HIGHWAYS,MADATHUKULAM - POLLACHI,1409.38,,1409.38,659.5,2019,2022.0,35.0,1.0,3.0,0.0,0,0.0,91.09
ROAD TRANSPORT AND HIGHWAYS,ODDANCHATRAM -,1518.53,,1607.54,915.4,2019,2022.0,32.0,1.0,3.0,5.8616,1,0.058616,100.0
ROAD TRANSPORT AND HIGHWAYS,"MELUR - PILLAYARPATTI - OF NH-338, NH-36, NH-",1103.86,,1103.86,568.15,2018,2022.0,41.0,1.0,4.0,0.0,0,0.0,84.25
ROAD TRANSPORT AND HIGHWAYS,VADIPPATTI - THAMARAIPATTI,854.94,,854.94,,2018,2022.0,42.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF FOUR LANE FROM KM BYPASS) TO KM BYPASS) PAS,467.99,,468.0,71.05,2022,2024.0,10.0,1.0,2.0,0.0021,1,2.1e-05,80.92
ROAD TRANSPORT AND HIGHWAYS,OF NERALURU TO AGRAHARAM SECTION OF NH- KM.0+000 TO KM.23+350,1751.18,,1757.27,49.69,2021,2024.0,0.0,0.0,3.0,0.3478,1,0.003478,
ROAD TRANSPORT AND HIGHWAYS,OF THORAPALLI TO JITTANDAHALLI SECTION FROM KM.23+350 TO KM,1243.57,,1243.57,171.63,2019,2023.0,12.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF JITTANDAHALLI TO TO KM.94+460,1291.37,,1291.37,215.02,2019,2023.0,16.0,1.0,4.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,BHAVANI ERODE NH 544H FOR A LENGTH OF,186.5,242.4,242.4,17.15,2022,2023.0,16.0,1.0,1.0,29.9732,1,0.299732,100.0
ROAD TRANSPORT AND HIGHWAYS,CHENNAI EXPRESSWAY FROM KM 204.500 TO K,1155.49,1525.1,1525.1,489.94,2020,2024.0,19.0,1.0,4.0,31.9873,1,0.319873,53.56
ROAD TRANSPORT AND HIGHWAYS,CHENNAI EXPRESSWAY FROM KM 180.000 TO KM 2,843.48,1077.4,1068.6,434.49,2020,2024.0,13.0,1.0,4.0,27.7327,1,0.277327,90.62
ROAD TRANSPORT AND HIGHWAYS,EXPRESSWAY TO KM. 261.705 OF TO SRIPERUMBUDUR,2948.31,3605.73,3605.73,,2021,2024.0,15.0,1.0,3.0,22.2982,1,0.222982,
ROAD TRANSPORT AND HIGHWAYS,CHENNAI EXPRESSWAY FROM KM 156.000 TO KM 1,1023.91,1438.62,1438.62,635.04,2020,2024.0,15.0,1.0,4.0,40.5026,1,0.405026,84.49
ROAD TRANSPORT AND HIGHWAYS,OF MAMALLAPURAM TO OF NH332A FROM KM 31.000,1008.99,1360.53,1360.53,324.81,2019,2024.0,22.0,1.0,5.0,34.8408,1,0.348408,48.1
ROAD TRANSPORT AND HIGHWAYS,TO SRIPERUMBUDUR KM. 13.800 TO KM. 37.000,463.44,463.07,,334.8,2021,2023.0,,,,0.0,0,0.0,99.0
ROAD TRANSPORT AND HIGHWAYS,TO WALAJAPET FROM KM,707.9,766.51,766.51,526.39,2018,2021.0,52.0,1.0,3.0,8.2794,1,0.082794,90.06
ROAD TRANSPORT AND HIGHWAYS,TO KARAIPETTAI TO KM 71.015 OF NH 48,819.89,1314.82,922.85,415.6,2019,2021.0,44.0,1.0,2.0,60.3654,1,0.603654,57.32
ROAD TRANSPORT AND HIGHWAYS,OF BYPASS TO TOWN IN KM 23/100 ? 29/250 AND SHIFTING OF NH-234,221.03,243.95,243.95,176.5,2022,2024.0,6.0,1.0,2.0,10.3696,1,0.103696,100.0
ROAD TRANSPORT AND HIGHWAYS,OF OTTANCHATRAM TO FROM KM 30/700 TO KM,172.15,,172.15,157.48,2022,2024.0,6.0,1.0,2.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF STRR,1260.74,,1260.74,487.46,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,44.95
ROAD TRANSPORT AND HIGHWAYS,TO VADUGAPATTI KM 0.000 TO KM 36.000 OF,1076.97,,1076.97,,2022,2025.0,7.0,1.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF NEW DOUBLE TIER 4 CORRIDOR FROM TO MADURAVOYAL IN,1382.0,,1382.0,0.0,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF NEW DOUBLE TIER 4L FROM CHENNAI IN CHENNAI DIS,1207.4,,1207.4,0.0,2023,2026.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,OF MUGAIYUR TO SECTION OF NH-332A FROM KM 62.000,825.94,1116.13,1116.13,327.75,2019,2025.0,5.0,1.0,6.0,35.1345,1,0.351345,38.39
ROAD TRANSPORT AND HIGHWAYS,TUTICORIN PORT ROAD 6.140 [EFFECTIVE,200.3,,200.3,109.38,2023,2024.0,11.0,1.0,1.0,0.0,0,0.0,83.35
ROAD TRANSPORT AND HIGHWAYS,WORKS INCLUDING STRUCTURES FROM NADU BORDER TO S,1141.78,,1141.78,439.12,2023,2025.0,0.0,0.0,2.0,0.0,0,0.0,44.75
ROAD TRANSPORT AND HIGHWAYS,TO KM 36.000 TO KM 71.600 OF,1097.59,,1317.06,,2022,2025.0,6.0,1.0,3.0,19.9956,1,0.199956,
ROAD TRANSPORT AND HIGHWAYS,4L/4L+PS AND IN SELECTED FROM KM 0/8 TO 50/570 OF NH,257.14,294.7,294.7,251.25,2022,2024.0,18.0,1.0,2.0,14.6068,1,0.146068,90.0
ROAD TRANSPORT AND HIGHWAYS,2L+PS TO 4L/4L+PS AND THE SELECTED FROM KM 26/5 - 81/2 INCLU,274.84,,274.84,243.81,2023,2023.0,24.0,1.0,0.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,OF 2L+PS FROM KM 17/8 OF 2L+PS FROM KM AND CONSTR,169.68,,169.68,112.18,2023,2024.0,18.0,1.0,1.0,0.0,0,0.0,79.0
ROAD TRANSPORT AND HIGHWAYS,OF BYPASS TO MADURAI - - VIRATIPATHU IN KM 6/850 -,238.97,260.07,260.07,108.95,2022,2026.0,0.0,0.0,4.0,8.8296,1,0.088296,48.0
ROAD TRANSPORT AND HIGHWAYS,HIGHWAY OF 4 SHOULDERS FROM,1376.1,,1376.1,0.0,2024,2026.0,0.0,0.0,2.0,0.0,0,0.0,7.03
COAL,OPENCAST III PROJECT,413.84,,413.84,397.54,2017,2022.0,48.0,1.0,5.0,0.0,0,0.0,85.0
COAL,COAL MINE,438.98,,438.98,171.96,2019,2023.0,36.0,1.0,4.0,0.0,0,0.0,70.0
COAL,KHANI COAL MINE,484.51,,484.51,318.12,2020,2023.0,48.0,1.0,3.0,0.0,0,0.0,55.0
COAL,OPENCAST II,489.62,,489.62,405.54,2015,2023.0,36.0,1.0,8.0,0.0,0,0.0,70.0
COAL,OPENCAST PROJECT,349.28,,424.81,,2017,2021.0,48.0,1.0,4.0,21.6245,1,0.216245,
COAL,OPENCAST,384.32,,384.32,260.96,2016,2020.0,72.0,1.0,4.0,0.0,0,0.0,75.0
COAL,OC - 2 PROJECT,442.42,,442.42,203.0,2017,2020.0,72.0,1.0,3.0,0.0,0,0.0,63.0
COAL,MINE,345.6,,345.6,68.47,2021,2026.0,0.0,0.0,5.0,0.0,0,0.0,20.0
HEALTH AND FAMILY WELFARE,"PLANNING, DESIGNING, ALL INDIA INSTITUTE OF AT BIBINAGAR",1110.55,,1110.55,743.76,2018,2024.0,17.0,1.0,6.0,0.0,0,0.0,82.04
HEALTH AND FAMILY WELFARE,OF NATIONAL ANIMAL FOR BIOMEDICAL HYDERABAD HEALTH ),209.84,281.05,281.05,253.13,2016,2020.0,58.0,1.0,4.0,33.9354,1,0.339354,98.5
RAILWAYS,NEW LINE,1160.0,,3014.0,1535.65,2006,2027.0,0.0,0.0,21.0,159.8276,1,1.598276,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF KM 1.00 TO 86.057 NAGARJUNSAGAR DAM,270.0,,270.0,0.0,2014,2016.0,42.0,1.0,2.0,0.0,0,0.0,72.15
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF RUDRAMPUR,295.47,,295.47,224.42,2014,2017.0,0.0,0.0,3.0,0.0,0,0.0,98.15
ROAD TRANSPORT AND HIGHWAYS,APPROACH WORKS - NH EXISTING 2 LANE TO 2 LANE SHOULDERS IN KM,153.21,,153.21,100.96,2015,2017.0,0.0,0.0,2.0,0.0,0,0.0,93.81
ROAD TRANSPORT AND HIGHWAYS,TWO/FOUR LANE WITH FROM EXISTING KM 227.600 OF NH-167 ON,298.32,,298.32,,2016,2019.0,0.0,0.0,3.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,TWO/FOUR LANE WITH FROM EXISTING KM 223.00 OF NH-63 ON NIZ,248.83,,248.83,173.79,2016,2019.0,0.0,0.0,3.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,TWO LANE WITH PAVED FROM KM 40/410 TO KM TO SURYAPET SE,244.54,,244.54,174.35,2017,2019.0,0.0,0.0,2.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,TWO LANE WITH PAVED FROM KM 0/970 TO KM 40/410 OF NH,196.52,,196.52,125.53,2017,2019.0,0.0,0.0,2.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,TWO LANE WITH PAVED FROM KM 15.525 TO KM 62.880 SECTI,283.0,,283.0,259.15,2017,2019.0,0.0,0.0,2.0,0.0,0,0.0,100.0
ROAD TRANSPORT AND HIGHWAYS,TWO LANE WITH PAVED FROM KM 67.00 TO 114.425 OF SECTION,300.0,,300.0,239.93,2017,2019.0,0.0,0.0,2.0,0.0,0,0.0,96.05
ROAD TRANSPORT AND HIGHWAYS,KM 9.90 TO KM 19.948 SECTION) OF SECTION OF NH,283.15,,283.15,270.01,2018,2020.0,0.0,0.0,2.0,0.0,0,0.0,92.59
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING OF TO 2-LANE WITH PAVED FROM KM.159/0 TO 165/4,230.03,,230.03,231.31,2018,2019.0,0.0,0.0,1.0,0.0,0,0.0,99.9
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING OF IN 2 LANE WITH FROM KM.25/0 TO 59,206.13,,206.13,,2018,2020.0,0.0,0.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF DESIGN KM.113.900 TO - HALIYA SECT,294.13,,294.13,198.75,2018,2019.0,0.0,0.0,1.0,0.0,0,0.0,87.44
ROAD TRANSPORT AND HIGHWAYS,AND UPGRADATION OF DESIGN KM.187.723 TO TO KODAD SEC,322.81,,322.81,315.23,2018,2020.0,0.0,0.0,2.0,0.0,0,0.0,98.09
ROAD TRANSPORT AND HIGHWAYS,OF SIX LANE ELEVATED NH-163 TO DE-CONGES,626.76,,626.76,272.64,2018,2020.0,67.0,1.0,2.0,0.0,0,0.0,45.3
ROAD TRANSPORT AND HIGHWAYS,AND UP-GRADATION TO PAVED SHOULDERS FROM,605.08,,605.08,413.37,2017,2019.0,0.0,0.0,2.0,0.0,0,0.0,99.84
ROAD TRANSPORT AND HIGHWAYS,AND UP GRADATION TO 154/0 OF NAKAREKAL ? SECTION OF NH-365,192.67,,192.67,176.37,2018,2019.0,0.0,0.0,1.0,0.0,0,0.0,92.0
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING/ OF EXISTING FOUR ALNE WITH PAVED FR,193.19,,249.72,222.58,2019,,,,,29.2613,1,0.292613,95.0
ROAD TRANSPORT AND HIGHWAYS,PKG I [4L VILLAGE TO,772.11,,772.11,519.84,2022,2024.0,14.0,1.0,2.0,0.0,0,0.0,78.0
ROAD TRANSPORT AND HIGHWAYS,PKG II 4L VILLAGE TO V,637.11,,637.11,,2022,2024.0,12.0,1.0,2.0,0.0,0,0.0,
ROAD TRANSPORT AND HIGHWAYS,PKG III [4L VILLAGE TO,804.69,,804.69,514.29,2022,2024.0,19.0,1.0,2.0,0.0,0,0.0,89.75
ROAD TRANSPORT AND HIGHWAYS,"EXISTING 4-LANE STRETCH AT KM.454+000 TO AT KM.471+000,",955.49,,955.49,233.46,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,35.96
ROAD TRANSPORT AND HIGHWAYS,4L FROM TO BOWENPALLY TO KM 481.331 OF NH-44,521.53,,521.53,250.7,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,48.76
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD JULEKAL VILLAGE TO VILLAGE FROM KM,1227.57,,1227.57,288.58,2022,2025.0,6.0,1.0,3.0,0.0,0,0.0,44.49
ROAD TRANSPORT AND HIGHWAYS,GREENFIELD NANDINNE VILLAGE TO FROM KM 202.900 TO KM,972.06,,972.06,408.48,2022,2025.0,0.0,0.0,3.0,0.0,0,0.0,66.81
ROAD TRANSPORT AND HIGHWAYS,STRENGTHENING OF WITH PAVED SHOULDER PAVED SHOULDER FRO,317.19,,317.19,162.21,2021,2024.0,0.0,0.0,3.0,0.0,0,0.0,70.0
ROAD TRANSPORT AND HIGHWAYS,2 LANE WITH PAVED OF MEDAK - SIDDIPET KM 0/0 TO KM 69/978 OF,882.18,,882.18,,2022,2025.0,5.0,1.0,3.0,0.0,0,0.0,
